# vel,phi,d_ceiling,My
3.00,70.00,0.10,-5.25
3.00,70.00,0.10,-5.50
3.00,70.00,0.10,-5.75
3.00,70.00,0.10,-6.00
3.00,70.00,0.10,-6.25
3.00,70.00,0.10,-6.50
3.00,70.00,0.10,-6.75
3.00,70.00,0.10,-7.00
3.00,70.00,0.10,-7.25
3.00,70.00,0.10,-7.50
3.00,70.00,0.10,-7.75
3.00,70.00,0.10,-8.00
3.00,70.00,0.10,-8.25
3.00,70.00,0.10,-8.50
3.00,70.00,0.10,-8.75
3.00,70.00,0.10,-9.00
3.00,70.00,0.10,-9.25
3.00,70.00,0.10,-9.50
3.00,70.00,0.10,-9.75
3.00,60.00,0.55,-3.00
3.00,60.00,0.55,-3.25
3.00,60.00,0.55,-3.50
3.00,60.00,0.55,-3.75
3.00,60.00,0.55,-4.00
3.00,60.00,0.55,-4.25
3.00,60.00,0.55,-4.50
3.00,60.00,0.55,-4.75
3.00,60.00,0.55,-5.00
3.00,60.00,0.55,-5.25
3.00,60.00,0.55,-5.50
3.00,60.00,0.55,-5.75
3.00,60.00,0.55,-6.00
3.00,60.00,0.55,-6.25
3.00,60.00,0.55,-6.50
3.00,60.00,0.55,-6.75
3.00,60.00,0.55,-7.00
3.00,60.00,0.55,-7.25
3.00,60.00,0.55,-7.50
3.00,60.00,0.55,-7.75
3.00,60.00,0.55,-8.00
3.00,60.00,0.55,-8.25
3.00,60.00,0.55,-8.50
3.00,60.00,0.55,-8.75
3.00,60.00,0.55,-9.00
3.00,60.00,0.55,-9.25
3.00,60.00,0.55,-9.50
3.00,60.00,0.55,-9.75
3.00,60.00,0.50,-3.00
3.00,60.00,0.50,-3.25
3.00,60.00,0.50,-3.50
3.00,60.00,0.50,-3.75
3.00,60.00,0.50,-4.00
3.00,60.00,0.50,-4.25
3.00,60.00,0.50,-4.50
3.00,60.00,0.50,-4.75
3.00,60.00,0.50,-5.00
3.00,60.00,0.50,-5.25
3.00,60.00,0.50,-5.50
3.00,60.00,0.50,-5.75
3.00,60.00,0.50,-6.00
3.00,60.00,0.50,-6.25
3.00,60.00,0.50,-6.50
3.00,60.00,0.50,-6.75
3.00,60.00,0.50,-7.00
3.00,60.00,0.50,-7.25
3.00,60.00,0.50,-7.50
3.00,60.00,0.50,-7.75
3.00,60.00,0.50,-8.00
3.00,60.00,0.50,-8.25
3.00,60.00,0.50,-8.50
3.00,60.00,0.50,-8.75
3.00,60.00,0.50,-9.00
3.00,60.00,0.50,-9.25
3.00,60.00,0.50,-9.50
3.00,60.00,0.50,-9.75
3.00,60.00,0.45,-3.00
3.00,60.00,0.45,-3.25
3.00,60.00,0.45,-3.50
3.00,60.00,0.45,-3.75
3.00,60.00,0.45,-4.00
3.00,60.00,0.45,-4.25
3.00,60.00,0.45,-4.50
3.00,60.00,0.45,-4.75
3.00,60.00,0.45,-5.00
3.00,60.00,0.45,-5.25
3.00,60.00,0.45,-5.50
3.00,60.00,0.45,-5.75
3.00,60.00,0.45,-6.00
3.00,60.00,0.45,-6.25
3.00,60.00,0.45,-6.50
3.00,60.00,0.45,-6.75
3.00,60.00,0.45,-7.00
3.00,60.00,0.45,-7.25
3.00,60.00,0.45,-7.50
3.00,60.00,0.45,-7.75
3.00,60.00,0.45,-8.00
3.00,60.00,0.45,-8.25
3.00,60.00,0.45,-8.50
3.00,60.00,0.45,-8.75
3.00,60.00,0.45,-9.00
3.00,60.00,0.45,-9.25
3.00,60.00,0.45,-9.50
3.00,60.00,0.45,-9.75
3.00,60.00,0.40,-3.00
3.00,60.00,0.40,-3.25
3.00,60.00,0.40,-3.50
3.00,60.00,0.40,-3.75
3.00,60.00,0.40,-4.00
3.00,60.00,0.40,-4.25
3.00,60.00,0.40,-4.50
3.00,60.00,0.40,-4.75
3.00,60.00,0.40,-5.00
3.00,60.00,0.40,-5.25
3.00,60.00,0.40,-5.50
3.00,60.00,0.40,-5.75
3.00,60.00,0.40,-6.00
3.00,60.00,0.40,-6.25
3.00,60.00,0.40,-6.50
3.00,60.00,0.40,-6.75
3.00,60.00,0.40,-7.00
3.00,60.00,0.40,-7.25
3.00,60.00,0.40,-7.50
3.00,60.00,0.40,-7.75
3.00,60.00,0.40,-8.00
3.00,60.00,0.40,-8.25
3.00,60.00,0.40,-8.50
3.00,60.00,0.40,-8.75
3.00,60.00,0.40,-9.00
3.00,60.00,0.40,-9.25
3.00,60.00,0.40,-9.50
3.00,60.00,0.40,-9.75
3.00,60.00,0.35,-3.00
3.00,60.00,0.35,-3.25
3.00,60.00,0.35,-3.50
3.00,60.00,0.35,-3.75
3.00,60.00,0.35,-4.00
3.00,60.00,0.35,-4.25
3.00,60.00,0.35,-4.50
3.00,60.00,0.35,-4.75
3.00,60.00,0.35,-5.00
3.00,60.00,0.35,-5.25
3.00,60.00,0.35,-5.50
3.00,60.00,0.35,-5.75
3.00,60.00,0.35,-6.00
3.00,60.00,0.35,-6.25
3.00,60.00,0.35,-6.50
3.00,60.00,0.35,-6.75
3.00,60.00,0.35,-7.00
3.00,60.00,0.35,-7.25
3.00,60.00,0.35,-7.50
3.00,60.00,0.35,-7.75
3.00,60.00,0.35,-8.00
3.00,60.00,0.35,-8.25
3.00,60.00,0.35,-8.50
3.00,60.00,0.35,-8.75
3.00,60.00,0.35,-9.00
3.00,60.00,0.35,-9.25
3.00,60.00,0.35,-9.50
3.00,60.00,0.35,-9.75
3.00,60.00,0.30,-3.00
3.00,60.00,0.30,-3.25
3.00,60.00,0.30,-3.50
3.00,60.00,0.30,-3.75
3.00,60.00,0.30,-4.00
3.00,60.00,0.30,-4.25
3.00,60.00,0.30,-4.50
3.00,60.00,0.30,-4.75
3.00,60.00,0.30,-5.00
3.00,60.00,0.30,-5.25
3.00,60.00,0.30,-5.50
3.00,60.00,0.30,-5.75
3.00,60.00,0.30,-6.00
3.00,60.00,0.30,-6.25
3.00,60.00,0.30,-6.50
3.00,60.00,0.30,-6.75
3.00,60.00,0.30,-7.00
3.00,60.00,0.30,-7.25
3.00,60.00,0.30,-7.50
3.00,60.00,0.30,-7.75
3.00,60.00,0.30,-8.00
3.00,60.00,0.30,-8.25
3.00,60.00,0.30,-8.50
3.00,60.00,0.30,-8.75
3.00,60.00,0.30,-9.00
3.00,60.00,0.30,-9.25
3.00,60.00,0.30,-9.50
3.00,60.00,0.30,-9.75
3.00,60.00,0.25,-3.00
3.00,60.00,0.25,-3.25
3.00,60.00,0.25,-3.50
3.00,60.00,0.25,-3.75
3.00,60.00,0.25,-4.00
3.00,60.00,0.25,-4.25
3.00,60.00,0.25,-4.50
3.00,60.00,0.25,-4.75
3.00,60.00,0.25,-5.00
3.00,60.00,0.25,-5.25
3.00,60.00,0.25,-5.50
3.00,60.00,0.25,-5.75
3.00,60.00,0.25,-6.00
3.00,60.00,0.25,-6.25
3.00,60.00,0.25,-6.50
3.00,60.00,0.25,-6.75
3.00,60.00,0.25,-7.00
3.00,60.00,0.25,-7.25
3.00,60.00,0.25,-7.50
3.00,60.00,0.25,-7.75
3.00,60.00,0.25,-8.00
3.00,60.00,0.25,-8.25
3.00,60.00,0.25,-8.50
3.00,60.00,0.25,-8.75
3.00,60.00,0.25,-9.00
3.00,60.00,0.25,-9.25
3.00,60.00,0.25,-9.50
3.00,60.00,0.25,-9.75
3.00,60.00,0.20,-3.00
3.00,60.00,0.20,-3.25
3.00,60.00,0.20,-3.50
3.00,60.00,0.20,-3.75
3.00,60.00,0.20,-4.00
3.00,60.00,0.20,-4.25
3.00,60.00,0.20,-4.50
3.00,60.00,0.20,-4.75
3.00,60.00,0.20,-5.00
3.00,60.00,0.20,-5.25
3.00,60.00,0.20,-5.50
3.00,60.00,0.20,-5.75
3.00,60.00,0.20,-6.00
3.00,60.00,0.20,-6.25
3.00,60.00,0.20,-6.50
3.00,60.00,0.20,-6.75
3.00,60.00,0.20,-7.00
3.00,60.00,0.20,-7.25
3.00,60.00,0.20,-7.50
3.00,60.00,0.20,-7.75
3.00,60.00,0.20,-8.00
3.00,60.00,0.20,-8.25
3.00,60.00,0.20,-8.50
3.00,60.00,0.20,-8.75
3.00,60.00,0.20,-9.00
3.00,60.00,0.20,-9.25
3.00,60.00,0.20,-9.50
3.00,60.00,0.20,-9.75
3.00,60.00,0.15,-3.00
3.00,60.00,0.15,-3.25
3.00,60.00,0.15,-3.50
3.00,60.00,0.15,-3.75
3.00,60.00,0.15,-4.00
3.00,60.00,0.15,-4.25
3.00,60.00,0.15,-4.50
3.00,60.00,0.15,-4.75
3.00,60.00,0.15,-5.00
3.00,60.00,0.15,-5.25
3.00,60.00,0.15,-5.50
3.00,60.00,0.15,-5.75
3.00,60.00,0.15,-6.00
3.00,60.00,0.15,-6.25
3.00,60.00,0.15,-6.50
3.00,60.00,0.15,-6.75
3.00,60.00,0.15,-7.00
3.00,60.00,0.15,-7.25
3.00,60.00,0.15,-7.50
3.00,60.00,0.15,-7.75
3.00,60.00,0.15,-8.00
3.00,60.00,0.15,-8.25
3.00,60.00,0.15,-8.50
3.00,60.00,0.15,-8.75
3.00,60.00,0.15,-9.00
3.00,60.00,0.15,-9.25
3.00,60.00,0.15,-9.50
3.00,60.00,0.15,-9.75
3.00,60.00,0.10,-3.00
3.00,60.00,0.10,-3.25
3.00,60.00,0.10,-3.50
3.00,60.00,0.10,-3.75
3.00,60.00,0.10,-4.00
3.00,60.00,0.10,-4.25
3.00,60.00,0.10,-4.50
3.00,60.00,0.10,-4.75
3.00,60.00,0.10,-5.00
3.00,60.00,0.10,-5.25
3.00,60.00,0.10,-5.50
3.00,60.00,0.10,-5.75
3.00,60.00,0.10,-6.00
3.00,60.00,0.10,-6.25
3.00,60.00,0.10,-6.50
3.00,60.00,0.10,-6.75
3.00,60.00,0.10,-7.00
3.00,60.00,0.10,-7.25
3.00,60.00,0.10,-7.50
3.00,60.00,0.10,-7.75
3.00,60.00,0.10,-8.00
3.00,60.00,0.10,-8.25
3.00,60.00,0.10,-8.50
3.00,60.00,0.10,-8.75
3.00,60.00,0.10,-9.00
3.00,60.00,0.10,-9.25
3.00,60.00,0.10,-9.50
3.00,60.00,0.10,-9.75
3.00,50.00,0.55,-3.00
3.00,50.00,0.55,-3.25
3.00,50.00,0.55,-3.50
3.00,50.00,0.55,-3.75
3.00,50.00,0.55,-4.00
3.00,50.00,0.55,-4.25
3.00,50.00,0.55,-4.50
3.00,50.00,0.55,-4.75
3.00,50.00,0.55,-5.00
3.00,50.00,0.55,-5.25
3.00,50.00,0.55,-5.50
3.00,50.00,0.55,-5.75
3.00,50.00,0.55,-6.00
3.00,50.00,0.55,-6.25
3.00,50.00,0.55,-6.50
3.00,50.00,0.55,-6.75
3.00,50.00,0.55,-7.00
3.00,50.00,0.55,-7.25
3.00,50.00,0.55,-7.50
3.00,50.00,0.55,-7.75
3.00,50.00,0.55,-8.00
3.00,50.00,0.55,-8.25
3.00,50.00,0.55,-8.50
3.00,50.00,0.55,-8.75
3.00,50.00,0.55,-9.00
3.00,50.00,0.55,-9.25
3.00,50.00,0.55,-9.50
3.00,50.00,0.55,-9.75
3.00,50.00,0.50,-3.00
3.00,50.00,0.50,-3.25
3.00,50.00,0.50,-3.50
3.00,50.00,0.50,-3.75
3.00,50.00,0.50,-4.00
3.00,50.00,0.50,-4.25
3.00,50.00,0.50,-4.50
3.00,50.00,0.50,-4.75
3.00,50.00,0.50,-5.00
3.00,50.00,0.50,-5.25
3.00,50.00,0.50,-5.50
3.00,50.00,0.50,-5.75
3.00,50.00,0.50,-6.00
3.00,50.00,0.50,-6.25
3.00,50.00,0.50,-6.50
3.00,50.00,0.50,-6.75
3.00,50.00,0.50,-7.00
3.00,50.00,0.50,-7.25
3.00,50.00,0.50,-7.50
3.00,50.00,0.50,-7.75
3.00,50.00,0.50,-8.00
3.00,50.00,0.50,-8.25
3.00,50.00,0.50,-8.50
3.00,50.00,0.50,-8.75
3.00,50.00,0.50,-9.00
3.00,50.00,0.50,-9.25
3.00,50.00,0.50,-9.50
3.00,50.00,0.50,-9.75
3.00,50.00,0.45,-3.00
3.00,50.00,0.45,-3.25
3.00,50.00,0.45,-3.50
3.00,50.00,0.45,-3.75
3.00,50.00,0.45,-4.00
3.00,50.00,0.45,-4.25
3.00,50.00,0.45,-4.50
3.00,50.00,0.45,-4.75
3.00,50.00,0.45,-5.00
3.00,50.00,0.45,-5.25
3.00,50.00,0.45,-5.50
3.00,50.00,0.45,-5.75
3.00,50.00,0.45,-6.00
3.00,50.00,0.45,-6.25
3.00,50.00,0.45,-6.50
3.00,50.00,0.45,-6.75
3.00,50.00,0.45,-7.00
3.00,50.00,0.45,-7.25
3.00,50.00,0.45,-7.50
3.00,50.00,0.45,-7.75
3.00,50.00,0.45,-8.00
3.00,50.00,0.45,-8.25
3.00,50.00,0.45,-8.50
3.00,50.00,0.45,-8.75
3.00,50.00,0.45,-9.00
3.00,50.00,0.45,-9.25
3.00,50.00,0.45,-9.50
3.00,50.00,0.45,-9.75
3.00,50.00,0.40,-3.00
3.00,50.00,0.40,-3.25
3.00,50.00,0.40,-3.50
3.00,50.00,0.40,-3.75
3.00,50.00,0.40,-4.00
3.00,50.00,0.40,-4.25
3.00,50.00,0.40,-4.50
3.00,50.00,0.40,-4.75
3.00,50.00,0.40,-5.00
3.00,50.00,0.40,-5.25
3.00,50.00,0.40,-5.50
3.00,50.00,0.40,-5.75
3.00,50.00,0.40,-6.00
3.00,50.00,0.40,-6.25
3.00,50.00,0.40,-6.50
3.00,50.00,0.40,-6.75
3.00,50.00,0.40,-7.00
3.00,50.00,0.40,-7.25
3.00,50.00,0.40,-7.50
3.00,50.00,0.40,-7.75
3.00,50.00,0.40,-8.00
3.00,50.00,0.40,-8.25
3.00,50.00,0.40,-8.50
3.00,50.00,0.40,-8.75
3.00,50.00,0.40,-9.00
3.00,50.00,0.40,-9.25
3.00,50.00,0.40,-9.50
3.00,50.00,0.40,-9.75
3.00,50.00,0.35,-3.00
3.00,50.00,0.35,-3.25
3.00,50.00,0.35,-3.50
3.00,50.00,0.35,-3.75
3.00,50.00,0.35,-4.00
3.00,50.00,0.35,-4.25
3.00,50.00,0.35,-4.50
3.00,50.00,0.35,-4.75
3.00,50.00,0.35,-5.00
3.00,50.00,0.35,-5.25
3.00,50.00,0.35,-5.50
3.00,50.00,0.35,-5.75
3.00,50.00,0.35,-6.00
3.00,50.00,0.35,-6.25
3.00,50.00,0.35,-6.50
3.00,50.00,0.35,-6.75
3.00,50.00,0.35,-7.00
3.00,50.00,0.35,-7.25
3.00,50.00,0.35,-7.50
3.00,50.00,0.35,-7.75
3.00,50.00,0.35,-8.00
3.00,50.00,0.35,-8.25
3.00,50.00,0.35,-8.50
3.00,50.00,0.35,-8.75
3.00,50.00,0.35,-9.00
3.00,50.00,0.35,-9.25
3.00,50.00,0.35,-9.50
3.00,50.00,0.35,-9.75
3.00,50.00,0.30,-3.00
3.00,50.00,0.30,-3.25
3.00,50.00,0.30,-3.50
3.00,50.00,0.30,-3.75
3.00,50.00,0.30,-4.00
3.00,50.00,0.30,-4.25
3.00,50.00,0.30,-4.50
3.00,50.00,0.30,-4.75
3.00,50.00,0.30,-5.00
3.00,50.00,0.30,-5.25
3.00,50.00,0.30,-5.50
3.00,50.00,0.30,-5.75
3.00,50.00,0.30,-6.00
3.00,50.00,0.30,-6.25
3.00,50.00,0.30,-6.50
3.00,50.00,0.30,-6.75
3.00,50.00,0.30,-7.00
3.00,50.00,0.30,-7.25
3.00,50.00,0.30,-7.50
3.00,50.00,0.30,-7.75
3.00,50.00,0.30,-8.00
3.00,50.00,0.30,-8.25
3.00,50.00,0.30,-8.50
3.00,50.00,0.30,-8.75
3.00,50.00,0.30,-9.00
3.00,50.00,0.30,-9.25
3.00,50.00,0.30,-9.50
3.00,50.00,0.30,-9.75
3.00,50.00,0.25,-3.00
3.00,50.00,0.25,-3.25
3.00,50.00,0.25,-3.50
3.00,50.00,0.25,-3.75
3.00,50.00,0.25,-4.00
3.00,50.00,0.25,-4.25
3.00,50.00,0.25,-4.50
3.00,50.00,0.25,-4.75
3.00,50.00,0.25,-5.00
3.00,50.00,0.25,-5.25
3.00,50.00,0.25,-5.50
3.00,50.00,0.25,-5.75
3.00,50.00,0.25,-6.00
3.00,50.00,0.25,-6.25
3.00,50.00,0.25,-6.50
3.00,50.00,0.25,-6.75
3.00,50.00,0.25,-7.00
3.00,50.00,0.25,-7.25
3.00,50.00,0.25,-7.50
3.00,50.00,0.25,-7.75
3.00,50.00,0.25,-8.00
3.00,50.00,0.25,-8.25
3.00,50.00,0.25,-8.50
3.00,50.00,0.25,-8.75
3.00,50.00,0.25,-9.00
3.00,50.00,0.25,-9.25
3.00,50.00,0.25,-9.50
3.00,50.00,0.25,-9.75
3.00,50.00,0.20,-3.00
3.00,50.00,0.20,-3.25
3.00,50.00,0.20,-3.50
3.00,50.00,0.20,-3.75
3.00,50.00,0.20,-4.00
3.00,50.00,0.20,-4.25
3.00,50.00,0.20,-4.50
3.00,50.00,0.20,-4.75
3.00,50.00,0.20,-5.00
3.00,50.00,0.20,-5.25
3.00,50.00,0.20,-5.50
3.00,50.00,0.20,-5.75
3.00,50.00,0.20,-6.00
3.00,50.00,0.20,-6.25
3.00,50.00,0.20,-6.50
3.00,50.00,0.20,-6.75
3.00,50.00,0.20,-7.00
3.00,50.00,0.20,-7.25
3.00,50.00,0.20,-7.50
3.00,50.00,0.20,-7.75
3.00,50.00,0.20,-8.00
3.00,50.00,0.20,-8.25
3.00,50.00,0.20,-8.50
3.00,50.00,0.20,-8.75
3.00,50.00,0.20,-9.00
3.00,50.00,0.20,-9.25
3.00,50.00,0.20,-9.50
3.00,50.00,0.20,-9.75
3.00,50.00,0.15,-3.00
3.00,50.00,0.15,-3.25
3.00,50.00,0.15,-3.50
3.00,50.00,0.15,-3.75
3.00,50.00,0.15,-4.00
3.00,50.00,0.15,-4.25
3.00,50.00,0.15,-4.50
3.00,50.00,0.15,-4.75
3.00,50.00,0.15,-5.00
3.00,50.00,0.15,-5.25
3.00,50.00,0.15,-5.50
3.00,50.00,0.15,-5.75
3.00,50.00,0.15,-6.00
3.00,50.00,0.15,-6.25
3.00,50.00,0.15,-6.50
3.00,50.00,0.15,-6.75
3.00,50.00,0.15,-7.00
3.00,50.00,0.15,-7.25
3.00,50.00,0.15,-7.50
3.00,50.00,0.15,-7.75
3.00,50.00,0.15,-8.00
3.00,50.00,0.15,-8.25
3.00,50.00,0.15,-8.50
3.00,50.00,0.15,-8.75
3.00,50.00,0.15,-9.00
3.00,50.00,0.15,-9.25
3.00,50.00,0.15,-9.50
3.00,50.00,0.15,-9.75
3.00,50.00,0.10,-3.00
3.00,50.00,0.10,-3.25
3.00,50.00,0.10,-3.50
3.00,50.00,0.10,-3.75
3.00,50.00,0.10,-4.00
3.00,50.00,0.10,-4.25
3.00,50.00,0.10,-4.50
3.00,50.00,0.10,-4.75
3.00,50.00,0.10,-5.00
3.00,50.00,0.10,-5.25
3.00,50.00,0.10,-5.50
3.00,50.00,0.10,-5.75
3.00,50.00,0.10,-6.00
3.00,50.00,0.10,-6.25
3.00,50.00,0.10,-6.50
3.00,50.00,0.10,-6.75
3.00,50.00,0.10,-7.00
3.00,50.00,0.10,-7.25
3.00,50.00,0.10,-7.50
3.00,50.00,0.10,-7.75
3.00,50.00,0.10,-8.00
3.00,50.00,0.10,-8.25
3.00,50.00,0.10,-8.50
3.00,50.00,0.10,-8.75
3.00,50.00,0.10,-9.00
3.00,50.00,0.10,-9.25
3.00,50.00,0.10,-9.50
3.00,50.00,0.10,-9.75
3.00,40.00,0.55,-3.00
3.00,40.00,0.55,-3.25
3.00,40.00,0.55,-3.50
3.00,40.00,0.55,-3.75
3.00,40.00,0.55,-4.00
3.00,40.00,0.55,-4.25
3.00,40.00,0.55,-4.50
3.00,40.00,0.55,-4.75
3.00,40.00,0.55,-5.00
3.00,40.00,0.55,-5.25
3.00,40.00,0.55,-5.50
3.00,40.00,0.55,-5.75
3.00,40.00,0.55,-6.00
3.00,40.00,0.55,-6.25
3.00,40.00,0.55,-6.50
3.00,40.00,0.55,-6.75
3.00,40.00,0.55,-7.00
3.00,40.00,0.55,-7.25
3.00,40.00,0.55,-7.50
3.00,40.00,0.55,-7.75
3.00,40.00,0.55,-8.00
3.00,40.00,0.55,-8.25
3.00,40.00,0.55,-8.50
3.00,40.00,0.55,-8.75
3.00,40.00,0.55,-9.00
3.00,40.00,0.55,-9.25
3.00,40.00,0.55,-9.50
3.00,40.00,0.55,-9.75
3.00,40.00,0.50,-3.00
3.00,40.00,0.50,-3.25
3.00,40.00,0.50,-3.50
3.00,40.00,0.50,-3.75
3.00,40.00,0.50,-4.00
3.00,40.00,0.50,-4.25
3.00,40.00,0.50,-4.50
3.00,40.00,0.50,-4.75
3.00,40.00,0.50,-5.00
3.00,40.00,0.50,-5.25
3.00,40.00,0.50,-5.50
3.00,40.00,0.50,-5.75
3.00,40.00,0.50,-6.00
3.00,40.00,0.50,-6.25
3.00,40.00,0.50,-6.50
3.00,40.00,0.50,-6.75
3.00,40.00,0.50,-7.00
3.00,40.00,0.50,-7.25
3.00,40.00,0.50,-7.50
3.00,40.00,0.50,-7.75
3.00,40.00,0.50,-8.00
3.00,40.00,0.50,-8.25
3.00,40.00,0.50,-8.50
3.00,40.00,0.50,-8.75
3.00,40.00,0.50,-9.00
3.00,40.00,0.50,-9.25
3.00,40.00,0.50,-9.50
3.00,40.00,0.50,-9.75
3.00,40.00,0.45,-3.00
3.00,40.00,0.45,-3.25
3.00,40.00,0.45,-3.50
3.00,40.00,0.45,-3.75
3.00,40.00,0.45,-4.00
3.00,40.00,0.45,-4.25
3.00,40.00,0.45,-4.50
3.00,40.00,0.45,-4.75
3.00,40.00,0.45,-5.00
3.00,40.00,0.45,-5.25
3.00,40.00,0.45,-5.50
3.00,40.00,0.45,-5.75
3.00,40.00,0.45,-6.00
3.00,40.00,0.45,-6.25
3.00,40.00,0.45,-6.50
3.00,40.00,0.45,-6.75
3.00,40.00,0.45,-7.00
3.00,40.00,0.45,-7.25
3.00,40.00,0.45,-7.50
3.00,40.00,0.45,-7.75
3.00,40.00,0.45,-8.00
3.00,40.00,0.45,-8.25
3.00,40.00,0.45,-8.50
3.00,40.00,0.45,-8.75
3.00,40.00,0.45,-9.00
3.00,40.00,0.45,-9.25
3.00,40.00,0.45,-9.50
3.00,40.00,0.45,-9.75
3.00,40.00,0.40,-3.00
3.00,40.00,0.40,-3.25
3.00,40.00,0.40,-3.50
3.00,40.00,0.40,-3.75
3.00,40.00,0.40,-4.00
3.00,40.00,0.40,-4.25
3.00,40.00,0.40,-4.50
3.00,40.00,0.40,-4.75
3.00,40.00,0.40,-5.00
3.00,40.00,0.40,-5.25
3.00,40.00,0.40,-5.50
3.00,40.00,0.40,-5.75
3.00,40.00,0.40,-6.00
3.00,40.00,0.40,-6.25
3.00,40.00,0.40,-6.50
3.00,40.00,0.40,-6.75
3.00,40.00,0.40,-7.00
3.00,40.00,0.40,-7.25
3.00,40.00,0.40,-7.50
3.00,40.00,0.40,-7.75
3.00,40.00,0.40,-8.00
3.00,40.00,0.40,-8.25
3.00,40.00,0.40,-8.50
3.00,40.00,0.40,-8.75
3.00,40.00,0.40,-9.00
3.00,40.00,0.40,-9.25
3.00,40.00,0.40,-9.50
3.00,40.00,0.40,-9.75
3.00,40.00,0.35,-3.00
3.00,40.00,0.35,-3.25
3.00,40.00,0.35,-3.50
3.00,40.00,0.35,-3.75
3.00,40.00,0.35,-4.00
3.00,40.00,0.35,-4.25
3.00,40.00,0.35,-4.50
3.00,40.00,0.35,-4.75
3.00,40.00,0.35,-5.00
3.00,40.00,0.35,-5.25
3.00,40.00,0.35,-5.50
3.00,40.00,0.35,-5.75
3.00,40.00,0.35,-6.00
3.00,40.00,0.35,-6.25
3.00,40.00,0.35,-6.50
3.00,40.00,0.35,-6.75
3.00,40.00,0.35,-7.00
3.00,40.00,0.35,-7.25
3.00,40.00,0.35,-7.50
3.00,40.00,0.35,-7.75
3.00,40.00,0.35,-8.00
3.00,40.00,0.35,-8.25
3.00,40.00,0.35,-8.50
3.00,40.00,0.35,-8.75
3.00,40.00,0.35,-9.00
3.00,40.00,0.35,-9.25
3.00,40.00,0.35,-9.50
3.00,40.00,0.35,-9.75
3.00,40.00,0.30,-3.00
3.00,40.00,0.30,-3.25
3.00,40.00,0.30,-3.50
3.00,40.00,0.30,-3.75
3.00,40.00,0.30,-4.00
3.00,40.00,0.30,-4.25
3.00,40.00,0.30,-4.50
3.00,40.00,0.30,-4.75
3.00,40.00,0.30,-5.00
3.00,40.00,0.30,-5.25
3.00,40.00,0.30,-5.50
3.00,40.00,0.30,-5.75
3.00,40.00,0.30,-6.00
3.00,40.00,0.30,-6.25
3.00,40.00,0.30,-6.50
3.00,40.00,0.30,-6.75
3.00,40.00,0.30,-7.00
3.00,40.00,0.30,-7.25
3.00,40.00,0.30,-7.50
3.00,40.00,0.30,-7.75
3.00,40.00,0.30,-8.00
3.00,40.00,0.30,-8.25
3.00,40.00,0.30,-8.50
3.00,40.00,0.30,-8.75
3.00,40.00,0.30,-9.00
3.00,40.00,0.30,-9.25
3.00,40.00,0.30,-9.50
3.00,40.00,0.30,-9.75
3.00,40.00,0.25,-3.00
3.00,40.00,0.25,-3.25
3.00,40.00,0.25,-3.50
3.00,40.00,0.25,-3.75
3.00,40.00,0.25,-4.00
3.00,40.00,0.25,-4.25
3.00,40.00,0.25,-4.50
3.00,40.00,0.25,-4.75
3.00,40.00,0.25,-5.00
3.00,40.00,0.25,-5.25
3.00,40.00,0.25,-5.50
3.00,40.00,0.25,-5.75
3.00,40.00,0.25,-6.00
3.00,40.00,0.25,-6.25
3.00,40.00,0.25,-6.50
3.00,40.00,0.25,-6.75
3.00,40.00,0.25,-7.00
3.00,40.00,0.25,-7.25
3.00,40.00,0.25,-7.50
3.00,40.00,0.25,-7.75
3.00,40.00,0.25,-8.00
3.00,40.00,0.25,-8.25
3.00,40.00,0.25,-8.50
3.00,40.00,0.25,-8.75
3.00,40.00,0.25,-9.00
3.00,40.00,0.25,-9.25
3.00,40.00,0.25,-9.50
3.00,40.00,0.25,-9.75
3.00,40.00,0.20,-3.00
3.00,40.00,0.20,-3.25
3.00,40.00,0.20,-3.50
3.00,40.00,0.20,-3.75
3.00,40.00,0.20,-4.00
3.00,40.00,0.20,-4.25
3.00,40.00,0.20,-4.50
3.00,40.00,0.20,-4.75
3.00,40.00,0.20,-5.00
3.00,40.00,0.20,-5.25
3.00,40.00,0.20,-5.50
3.00,40.00,0.20,-5.75
3.00,40.00,0.20,-6.00
3.00,40.00,0.20,-6.25
3.00,40.00,0.20,-6.50
3.00,40.00,0.20,-6.75
3.00,40.00,0.20,-7.00
3.00,40.00,0.20,-7.25
3.00,40.00,0.20,-7.50
3.00,40.00,0.20,-7.75
3.00,40.00,0.20,-8.00
3.00,40.00,0.20,-8.25
3.00,40.00,0.20,-8.50
3.00,40.00,0.20,-8.75
3.00,40.00,0.20,-9.00
3.00,40.00,0.20,-9.25
3.00,40.00,0.20,-9.50
3.00,40.00,0.20,-9.75
3.00,40.00,0.15,-3.00
3.00,40.00,0.15,-3.25
3.00,40.00,0.15,-3.50
3.00,40.00,0.15,-3.75
3.00,40.00,0.15,-4.00
3.00,40.00,0.15,-4.25
3.00,40.00,0.15,-4.50
3.00,40.00,0.15,-4.75
3.00,40.00,0.15,-5.00
3.00,40.00,0.15,-5.25
3.00,40.00,0.15,-5.50
3.00,40.00,0.15,-5.75
3.00,40.00,0.15,-6.00
3.00,40.00,0.15,-6.25
3.00,40.00,0.15,-6.50
3.00,40.00,0.15,-6.75
3.00,40.00,0.15,-7.00
3.00,40.00,0.15,-7.25
3.00,40.00,0.15,-7.50
